Path, Error
/media/nimashiri/SSD1/torch_api_examples/5540.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/5540.py"", line 14, in <module>
    output=loss(input,target)
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_cls.py"", line 103, in new_call
    outputs = old_call(self, *inputs, **kwargs)
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/nn/modules/module.py"", line 889, in _call_impl
    result = self.forward(*input, **kwargs)
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/nn/modules/loss.py"", line 1047, in forward
    return F.cross_entropy(input, target, weight=self.weight,
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_func.py"", line 99, in wrapper
    outputs = func(*args, **kwargs)
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/nn/functional.py"", line 2693, in cross_entropy
    return nll_loss(log_softmax(input, 1), target, weight, None, ignore_index, None, reduction)
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_func.py"", line 99, in wrapper
    outputs = func(*args, **kwargs)
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/nn/functional.py"", line 2388, in nll_loss
    ret = torch._C._nn.nll_loss(input, target, weight, _Reduction.get_enum(reduction), ignore_index)
RuntimeError: 1D target tensor expected, multi-target not supported
"
/media/nimashiri/SSD1/torch_api_examples/5550.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/5550.py"", line 47, in <module>
    input=torch.randn(T,C).log_softmax(2).detach().requires_grad_()
IndexError: Dimension out of range (expected to be in range of [-2, 1], but got 2)
"
/media/nimashiri/SSD1/torch_api_examples/80.py,"Traceback (most recent call last):
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_func.py"", line 13, in json_serialize
    json.dumps(v)
  File ""/usr/lib/python3.8/json/__init__.py"", line 231, in dumps
    return _default_encoder.encode(obj)
  File ""/usr/lib/python3.8/json/encoder.py"", line 199, in encode
    chunks = self.iterencode(o, _one_shot=True)
  File ""/usr/lib/python3.8/json/encoder.py"", line 257, in iterencode
    return _iterencode(o, 0)
  File ""/usr/lib/python3.8/json/encoder.py"", line 179, in default
    raise TypeError(f'Object of type {o.__class__.__name__} '
TypeError: Object of type tensortype is not JSON serializable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_func.py"", line 56, in get_var_shape
    return list(s)  # convert torch.Size to list
TypeError: 'getset_descriptor' object is not iterable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/80.py"", line 7, in <module>
    torch.set_default_tensor_type(torch.FloatTensor)# setting tensor type also affects this
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_func.py"", line 102, in wrapper
    param_dict = build_param_dict(*args, **kwargs)
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_func.py"", line 42, in build_param_dict
    param_dict['parameter:%d' % ind] = json_serialize(arg)
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_func.py"", line 17, in json_serialize
    return get_var_signature(
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_func.py"", line 88, in get_var_signature
    s['shape'] = get_var_shape(var)
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_func.py"", line 58, in get_var_shape
    print(e.message)
AttributeError: 'TypeError' object has no attribute 'message'
"
/media/nimashiri/SSD1/torch_api_examples/830.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/830.py"", line 6, in <module>
    torch.diagonal_scatter(a,torch.ones(3),0)
AttributeError: module 'torch' has no attribute 'diagonal_scatter'
"
/media/nimashiri/SSD1/torch_api_examples/840.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/840.py"", line 6, in <module>
    a.select_scatter(b,0,0)
AttributeError: 'Tensor' object has no attribute 'select_scatter'
"
/media/nimashiri/SSD1/torch_api_examples/850.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/850.py"", line 6, in <module>
    a.slice_scatter(b,start=6)
AttributeError: 'Tensor' object has no attribute 'slice_scatter'
"
/media/nimashiri/SSD1/torch_api_examples/890.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/890.py"", line 7, in <module>
    input.scatter_reduce(0,index,src,reduce=""sum"")
AttributeError: 'Tensor' object has no attribute 'scatter_reduce'
"
/media/nimashiri/SSD1/torch_api_examples/90.py,"Traceback (most recent call last):
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_func.py"", line 13, in json_serialize
    json.dumps(v)
  File ""/usr/lib/python3.8/json/__init__.py"", line 231, in dumps
    return _default_encoder.encode(obj)
  File ""/usr/lib/python3.8/json/encoder.py"", line 199, in encode
    chunks = self.iterencode(o, _one_shot=True)
  File ""/usr/lib/python3.8/json/encoder.py"", line 257, in iterencode
    return _iterencode(o, 0)
  File ""/usr/lib/python3.8/json/encoder.py"", line 179, in default
    raise TypeError(f'Object of type {o.__class__.__name__} '
TypeError: Object of type tensortype is not JSON serializable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_func.py"", line 56, in get_var_shape
    return list(s)  # convert torch.Size to list
TypeError: 'getset_descriptor' object is not iterable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/90.py"", line 5, in <module>
    torch.set_default_tensor_type(torch.DoubleTensor)
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_func.py"", line 102, in wrapper
    param_dict = build_param_dict(*args, **kwargs)
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_func.py"", line 42, in build_param_dict
    param_dict['parameter:%d' % ind] = json_serialize(arg)
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_func.py"", line 17, in json_serialize
    return get_var_signature(
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_func.py"", line 88, in get_var_signature
    s['shape'] = get_var_shape(var)
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_func.py"", line 58, in get_var_shape
    print(e.message)
AttributeError: 'TypeError' object has no attribute 'message'
"
/media/nimashiri/SSD1/torch_api_examples/980.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/980.py"", line 6, in <module>
    torch.take_along_dim(t,max_idx)
AttributeError: module 'torch' has no attribute 'take_along_dim'
"
/media/nimashiri/SSD1/torch_api_examples/6240.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/6240.py"", line 7, in <module>
    torch.nn.Conv2d(inputs,filters,padding=1)
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_cls.py"", line 98, in new_init
    old_init(self, *args, **kwargs)
TypeError: __init__() missing 1 required positional argument: 'kernel_size'
"
/media/nimashiri/SSD1/torch_api_examples/6250.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/6250.py"", line 6, in <module>
    torch.nn.Conv3d(inputs,filters)
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_cls.py"", line 98, in new_init
    old_init(self, *args, **kwargs)
TypeError: __init__() missing 1 required positional argument: 'kernel_size'
"
/media/nimashiri/SSD1/torch_api_examples/6260.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/6260.py"", line 6, in <module>
    torch.nn.ConvTranspose1d(inputs,weights)
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_cls.py"", line 98, in new_init
    old_init(self, *args, **kwargs)
TypeError: __init__() missing 1 required positional argument: 'kernel_size'
"
/media/nimashiri/SSD1/torch_api_examples/6270.py,"Traceback (most recent call last):
  File ""/media/nimashiri/SSD1/torch_api_examples/6270.py"", line 7, in <module>
    torch.nn.ConvTranspose2d(inputs,weights,padding=1)
  File ""/home/nimashiri/.local/lib/python3.8/site-packages/torch/decorate_cls.py"", line 98, in new_init
    old_init(self, *args, **kwargs)
TypeError: __init__() missing 1 required positional argument: 'kernel_size'
"
