tf.create_signature_map,tests
tf._enforce_names_consistency,tests
tf._check_table_dtypes,tests
tf.pop_tape,tests
tf.convert_to_tensor_or_ragged_tensor,tests
tf._as_text,tests
tf._remove_file,tests
tf.layer_call_wrapper,tests
tf._with_space_to_batch_adjust,tests
tf.__main__.TestDeferredSequential,tests
tf.generate_vocab_remapping_eager_fallback,tests
tf.new_tf_operations,tests
tf._escape_local_name,tests
tf.write_raw_pb,tests
tf.get_func_code,tests
tf.broadcast_weights,tests
tf.as_dimension,tests
tf._convert_numpy_or_python_types,tests
tf.tensorflow.python.ops.linalg.linear_operator_algebra.RegisterInverse,tests
tf.has_symbolic_tensors,tests
tf.concatenate,tests
tf._build_map_helper,tests
tf.broadcast_dynamic_shape,tests
tf.fifo_queue_v2,tests
tf.softmax_cross_entropy_with_logits_v2,tests
tf.sharded_filespec,tests
tf.context_safe,tests
tf.get_update_replica_id,tests
tf.keys,tests
tf._find_index_of_defining_frame,tests
tf._get_slurm_var,tests
tf.assert_equal,tests
tf.__main__.CategoryEncodingInputTest,tests
tf.conv2d_backprop_input,tests
tf.int_,tests
tf.fractional_avg_pool_eager_fallback,tests
tf.cosine_decay_restarts,tests
tf.parse_ranges_highlight,tests
tf.int_output,tests
tf.make_template,tests
tf.shape_n,tests
tf.__main__.IntegerLookupSavingTest,tests
tf.index_to_string_table_from_tensor,tests
tf._constant_impl,tests
tf.from_compatible_tensor_list,tests
tf.depthwise_conv2d_native_backprop_filter,tests
tf._split_cluster_for_evaluator,tests
tf.batch_mat_mul_v2,tests
tf.is_keras_tensor,tests
tf.ragged_assert_compatible_and_get_flat_values,tests
tf._deduplicate_indexed_slices,tests
tf.__main__.SampleFromDatasetsSerializationTest,tests
tf.float_,tests
tf._dtype_to_spec,tests
tf.GetTempDir,tests
tf._sort_or_argsort,tests
tf.print_v2,tests
tf.tensorflow.python.keras.initializers.initializers_v2.GlorotUniform,tests
tf.hamming_window,tests
tf._replace_child_layer_functions,tests
tf.parse_message,tests
tf._most_general_compatible_type,tests
tf.simple_models_with_strategies,tests
tf.__main__.TestBuildCustomModel,tests
tf.keras_mode_combinations,tests
tf.add_function,tests
tf.inplace_update_eager_fallback,tests
tf.placeholder_with_default_eager_fallback,tests
tf._slice_eager_fallback,tests
tf.is_in_allowlist_cache,tests
tf.prod,tests
tf._node_name,tests
tf._compute_fans,tests
tf.__main__.MatchingFilesDatasetSerializationTest,tests
tf.list_append,tests
tf._product,tests
tf.tensorflow.python.keras.initializers.initializers_v2.Ones,tests
tf._process_tensorlike,tests
tf._get_dtype_from_nested_lists,tests
tf.__main__.SingleReturnTest,tests
tf.l2_normalize_v2,tests
tf.conjugate_gradient,tests
tf.__main__.TestBigModelRevive,tests
tf.__main__.MaskingTest,tests
tf.tensor_summary_v2,tests
tf.__main__.EmbeddingTest,tests
tf.__main__.TestFunctionTracing,tests
tf.sparse_tensor_dense_mat_mul,tests
tf.broadcast_to_eager_fallback,tests
tf._truediv_python3,tests
tf.isclass,tests
tf.num_gpus,tests
tf.are_all_symbolic_tensors,tests
tf.assert_input_compatibility,tests
tf.tensorflow.python.keras.losses.LossFunctionWrapper,tests
tf.tensorflow.python.keras.regularizers.L2,tests
tf.tensorflow.python.keras.initializers.initializers_v2.GlorotNormal,tests
tf.is_mirrored,tests
tf.__main__.NonQuantizedPrecisionsWithRangesTest,tests
tf.get_structure,tests
tf.clip_by_global_norm,tests
tf.disable_resource_variables,tests
tf.select_data_adapter,tests
tf.__main__.ExtractModelMetricsTest,tests
tf.assert_no_entries_with_modulus_zero,tests
tf.get_canonical_name,tests
tf.__main__.WhileLoopTest,tests
tf.__main__.Conv3DTransposeTest,tests
tf.from_variant,tests
tf.__main__.NetworkConstructionTest,tests
tf._assert_is_supported_ragged_values_type,tests
tf.__main__.CategoryCrossingDistributionTest,tests
tf.fn_args,tests
tf.tf_output,tests
tf.pack_sequence_as,tests
tf._py_len,tests
tf._get_current_tf_device,tests
tf.shuffle_dataset_v3,tests
tf._as_device_str_or_none,tests
tf._infer_type,tests
tf.ceil,tests
tf.rich_text_lines_from_rich_line_list,tests
tf.assert_array_lines_close,tests
tf.__main__.LinearModelTest,tests
tf._replace_ragged_with_flat_values,tests
tf.handle_partial_sample_weights,tests
tf.monitored_timer,tests
tf.convert_nonref_to_tensor,tests
tf.executor_scope,tests
tf.softmax_cross_entropy_with_logits_v2_helper,tests
tf.unique_eager_fallback,tests
tf.to_numpy_or_python_type,tests
tf.__main__.DictLayer,tests
tf.bincount,tests
tf.get_legacy_output_shapes,tests
tf._should_cache,tests
tf.error,tests
tf.img_to_array,tests
tf.embedding_lookup_ragged,tests
tf.all_reduce,tests
tf.remove_op_callback,tests
tf.reduce_mean,tests
tf.resource_scatter_nd_sub,tests
tf.get_current_replica_id_as_int,tests
tf.multi_worker_strategy_combinations_eager_only,tests
tf.stateless_random_uniform_full_int,tests
tf.list_pop,tests
tf._sparse_cross_internval_v2,tests
tf.get_collection_ref,tests
tf._static_check_for_broadcastable_batch_shape,tests
tf.depthwise_conv2d_native_backprop_input,tests
tf.parse_entity,tests
tf.__main__.IndexLookupOutputTest,tests
tf._v2_function_and_kerastensors_test,tests
tf._as_str_or_none,tests
tf.__main__.RankTwoTest,tests
tf.get_locallyconnected_mask,tests
tf._to_numpy,tests
tf.padding_fifo_queue_v2,tests
tf.skip_dataset,tests
tf._registered_adjoint,tests
tf.convert_to_generator_like,tests
tf.import_graph_def,tests
tf.imperative_grad,tests
tf.swap_class,tests
tf.lookup_table_find_v2,tests
tf.__main__.FromTensorSlicesSerializationTest,tests
tf.__main__.LayerWithLoss,tests
tf._eager_py_func,tests
tf.__main__.TakeDatasetSerializationTest,tests
tf.decode_raw,tests
tf.create_meta_graph_def,tests
tf.pick_unused_port,tests
tf.id_in_cluster,tests
tf._MatMulGradAgainstFirstOnly,tests
tf._descending_sort,tests
tf.__main__.OptimizersCompatibilityTest,tests
tf.tensorflow.python.keras.optimizer_v2.learning_rate_schedule.NoisyLinearCosineDecay,tests
tf.apply_mask,tests
tf._expand_ellipsis,tests
tf.run_without_tensor_float_32,tests
tf.reduced_shape,tests
tf.memory_profiler_is_available,tests
tf.parse_init_thresholds,tests
tf.__main__.ConstDataInputMultipleEnginesTest,tests
tf._einsum_v2_parse_and_resolve_equation,tests
tf.experimental_set_strategy,tests
tf.hash_table_v2,tests
tf.__main__.TextVectorizationPreprocessingTest,tests
tf._make_specific_exception,tests
tf.current,tests
tf._call_partitioner,tests
tf.__main__.AggregationTest,tests
tf._get_per_thread_mode,tests
tf.tensorflow.python.keras.layers.preprocessing.hashing.Hashing,tests
tf.tensorflow.python.keras.layers.core.Activation,tests
tf.is_variable_initialized,tests
tf.clip_by_average_norm,tests
tf.assert_type,tests
tf.select_v2,tests
tf.depthwise_conv2d_native,tests
tf.filter_,tests
tf._FusedBatchNormGradGrad,tests
tf._ConstantValue,tests
tf._transpose_batch_time,tests
tf.is_unsupported,tests
tf.__main__.MyLayer,tests
tf._increase_ragged_rank_to,tests
tf.experimental_non_serializable_dataset,tests
tf._run_using_default_session,tests
tf.quick_execute,tests
tf._get_data_for_simple_models,tests
tf.add_v2,tests
tf.file_exists_v2,tests
tf.squeeze_eager_fallback,tests
tf.validate_slicing_string,tests
tf.reverse_sequence,tests
tf.and_,tests
tf.angle,tests
tf._global_report_benchmark,tests
tf.__main__.TestSequential,tests
tf.assert_splits_match,tests
tf._sum_states,tests
tf.assert_shallow_structure,tests
tf._has_nchw_support,tests
tf.write_summary,tests
tf._make_indexed_slices_indices_types_match,tests
tf.__main__.FeatureColumnsIntegrationTest,tests
tf.tensorflow.python.keras.losses.MeanSquaredError,tests
tf._is_current_explicit_device,tests
tf.tensorflow.python.keras.layers.rnn_cell_wrapper_v2.DeviceWrapper,tests
tf.__main__.RemoteSingleWorkerMirroredStrategyEager,tests
tf.__main__.RNNV2Test,tests
tf._get_target_to_initial_ratio,tests
tf.set_stats_aggregator_dataset,tests
tf._next_csv_row,tests
tf.__main__.WideDeepModelTest,tests
tf._get_random_features_initializer,tests
tf.multinomial,tests
tf.reverse_v2_eager_fallback,tests
tf.avg_pool3d,tests
tf.tensorflow.python.keras.layers.rnn_cell_wrapper_v2.DropoutWrapper,tests
tf.exponential_decay,tests
tf.boolean_mask,tests
tf.enable_tensor_equality,tests
tf.apply_op,tests
tf.skip_failed_serialization,tests
tf._is_py2_name_constant,tests
tf._v2_eager_test,tests
tf.multiply,tests
tf._ndtri,tests
tf.__main__.ArgLayer,tests
tf.tensorflow.python.ops.script_ops.FuncRegistry,tests
tf.reduce_join,tests
tf.get_shapes,tests
tf.__main__.TakeWhileDatasetSerializationTest,tests
tf.unique_with_counts,tests
tf.convert_data_format,tests
tf.get_num_gpus,tests
tf.parse_example_dataset_v2_eager_fallback,tests
tf.sparse_softmax,tests
tf.cardinality,tests
tf.max_pool3d_eager_fallback,tests
tf.__main__.IndexLookupVocabularyTest,tests
tf._tensor_shape_tensor_conversion_function,tests
tf.assert_less_equal,tests
tf._static_check_for_same_dimensions,tests
tf.assert_cardinality_dataset,tests
tf.remove_squeezable_dimensions,tests
tf.set_verbosity,tests
tf.__main__.TrackableWeightHandlerTest,tests
tf._symbolic_dimension_sizes,tests
tf.__main__.ConvSequentialTest,tests
tf.auto_shard_dataset,tests
tf._py_not,tests
tf.is_none_or_empty,tests
tf.copy_tensor_or_indexed_slices_to_device,tests
tf._num_elements,tests
tf._bucketize,tests
tf.squared_hinge,tests
tf._py_lazy_or,tests
tf.__main__.Conv2DNHWCTest,tests
tf._get_composite_tensor_spec,tests
tf.expand_dims,tests
tf.strategies_for_embedding_models,tests
tf._set_context,tests
tf.floor_div,tests
tf._get_session,tests
tf._get_default_scale,tests
tf.histogram,tests
tf.__main__.DenseFeaturesTest,tests
tf._sources_for_node,tests
tf._registered_inverse,tests
tf._autopacking_helper,tests
tf._generate_placeholder_string,tests
tf.bias_add,tests
tf._get_resource_inputs,tests
tf.get_tensor_spec,tests
tf._as_int_or_none,tests
tf.assert_zero_imag_part,tests
tf._get_num_nvidia_gpus,tests
tf._registered_function,tests
tf.count_nonzero_v2,tests
tf._append_sparse_tensor_value,tests
tf._padded_shape_to_tensor,tests
tf._validate_colocate_extended,tests
tf.fused_batch_norm_grad_v3,tests
tf.is_in_keras_graph,tests
tf.random_uniform,tests
tf.__main__.LegacyRebatchDatasetSerializationTest,tests
tf.traceback_files_common_prefix,tests
tf.text_line_dataset,tests
tf.mutable_hash_table_v2,tests
tf.__main__.SavedModelSaveAndLoadTest,tests
tf.tensor_list_get_item,tests
tf.unstack,tests
tf.__main__.CategoricalEncodingMultiOOVTest,tests
tf.ensure_initialized,tests
tf.lookup_table_size_v2,tests
tf.__main__.NeighboringEngineTest,tests
tf.sparse_reorder,tests
tf.add_eager_fallback,tests
tf.serialize_sparse_v2,tests
tf.is_directory_v2,tests
tf.matrix_triangular_solve,tests
tf.__main__.MirroredOneDeviceDistributionTest,tests
tf.is_in_eager_or_tf_function,tests
tf.zip_dataset,tests
tf.latency_stats_dataset,tests
tf._analyze_einsum_string,tests
tf.quantize_and_dequantize_v2,tests
tf.convert_to_tensor_v2,tests
tf.optional_param_to_tensor,tests
tf._augment_with_special_arguments,tests
tf.mutex_lock,tests
tf.canonicalize_signatures,tests
tf._check_not_tensor,tests
tf.resource_scatter_update,tests
tf._is_under_xla_context,tests
tf.partitioned_call,tests
tf.decode_csv,tests
tf._reduce_join_reduction_dims,tests
tf.disable_v2_dtype_behavior,tests
tf._find_scalar_and_max_depth,tests
tf.graph_context_for_symbolic_tensors,tests
tf._assert_rank_condition,tests
tf.remove_function_callback,tests
tf.__main__.LayerNormalizationTest,tests
tf.get_read_only_resource_input_indices_graph,tests
tf.adjoint,tests
tf._ragged_getitem,tests
tf.init_scope,tests
tf._find_shape_dtype,tests
tf.sum,tests
tf.variable_axis_size_partitioner,tests
tf.regex_find,tests
tf._Flatten,tests
tf.tridiagonal_matmul,tests
tf.get_strategy_and_replica_context,tests
tf._all_eager_fallback,tests
tf._get_critical_section_stack,tests
tf.top_k,tests
tf.__main__.CalibrationInt32Support,tests
tf._check_quantized,tests
tf.create_signature_map,tests
tf._enforce_names_consistency,tests
tf.shape_v2,tests
tf.__main__.TestImage,tests
tf._infer_matching_dtype,tests
tf.tensorflow.python.keras.optimizer_v2.learning_rate_schedule.CosineDecayRestarts,tests
tf.validate_dense_weights,tests
tf.to_snake_case,tests
tf.tensorflow.python.keras.losses.SparseCategoricalCrossentropy,tests
tf.save_context,tests
tf.tensorflow.python.keras.layers.kernelized.RandomFourierFeatures,tests
tf.save,tests
tf.worker_count,tests
tf.__main__.ForStatementTest,tests
tf.draw_bounding_boxes,tests
tf.dummy_iteration_counter,tests
tf.__main__.StringLookupSaveableTest,tests
tf.should_record_backprop,tests
tf._ProcessInputMapParam,tests
tf._tf_deterministic_ops,tests
tf.__main__.IntegerLookupLayerTest,tests
tf._mark_func_graph_as_unsaveable,tests
tf.sparse_dense_cwise_div,tests
tf._IsMap,tests
tf.tensorflow.python.eager.wrap_function.WrappedFunction,tests
tf._py_any,tests
tf.sparse_cross_hashed_eager_fallback,tests
tf.to_bool,tests
tf.set_synchronous_execution,tests
tf.assert_same_float_dtype,tests
tf.ignore_errors,tests
tf.in_cross_replica_context,tests
tf.required_space_to_batch_paddings,tests
tf.is_autograph_strict_conversion_mode,tests
tf.warn,tests
tf._is_module,tests
tf.shard_dataset,tests
tf.with_variable_store,tests
tf._get_processor,tests
tf.float_output_string_output,tests
tf.assign_add_variable_op,tests
tf.Print,tests
tf.defun_with_attributes,tests
tf.uncompress,tests
tf.matrix_transpose,tests
tf.__main__.CacheCorrectnessTest,tests
tf.__main__.VariablesTest,tests
tf.crelu,tests
tf.count_up_to,tests
tf.sigmoid,tests
tf.check_validation_split_arg,tests
tf._BatchGatherGrad,tests
tf.path_to_str,tests
tf.assign_sub,tests
tf._ragged_stack_concat_axis_1,tests
tf.prefetch_dataset,tests
tf.__main__.IndexLookupIntCombinerTest,tests
tf.decode_raw_eager_fallback,tests
tf.dummy_memory_cache,tests
tf.random_uniform_int,tests
tf._strip_leading_slashes,tests
tf._has_fully_defined_shape,tests
tf._as_name_list,tests
tf.evaluate_tensor_slice,tests
tf.tf_convert,tests
tf.sparse_reduce_sum_v2,tests
tf.sparse_retain,tests
tf.cast_losses_to_common_dtype,tests
tf.__main__.CustomTrainingLoopTest,tests
tf.audio_summary_v2_eager_fallback,tests
tf.__main__.SavedModelKerasModelTest,tests
tf.stateless_random_uniform_int_eager_fallback,tests
tf._get_base_dirpath,tests
tf.no_automatic_dependency_tracking_scope,tests
tf.reset_default_graph,tests
tf._tf_assert_stmt,tests
tf.get_model_from_layers,tests
tf.gradients_function,tests
tf.getimmediatesource,tests
tf.__main__.TopKOutputTypeTest,tests
tf.is_tpu_strategy,tests
tf._maybe_convert_labels,tests
tf.should_use_v2,tests
tf.call_context,tests
tf.tensorflow.python.eager.function.Function,tests
tf.stats_aggregator_handle_v2_eager_fallback,tests
tf.replace_as_expression,tests
tf._infer_column_names,tests
tf.index_directory,tests
tf.require_replica_context,tests
tf.get_read_write_resource_inputs,tests
tf.enter_or_assert_strategy,tests
tf.conv3d,tests
tf.tensorflow.python.ops.init_ops.Zeros,tests
tf._reset_build_compile_trackers,tests
tf._get_name,tests
tf._shared_name,tests
tf.sleep_dataset,tests
tf.mirror_pad_eager_fallback,tests
tf.defun,tests
tf.__main__.QuantizationMissingAllRangesTest,tests
tf.dataset_from_graph,tests
tf.index_to_string_table_from_file,tests
tf._GetFileAndLine,tests
tf.max,tests
tf.enable_v2_tensorshape,tests
tf.parse_time_interval,tests
tf.new_executor,tests
tf.is_all_none,tests
tf.dismantle_func_graph,tests
tf.variable_shape,tests
tf.cross,tests
tf.is_in_tf_function,tests
tf._packed_nest_with_indices,tests
tf._uint_to_int,tests
tf.stateless_random_binomial_eager_fallback,tests
tf._copy_row_shape,tests
tf.check_destinations,tests
tf.where,tests
tf._compute_device_summary_from_list,tests
tf._create_cluster,tests
tf.write_dirpath,tests
tf.disallow_legacy_graph,tests
tf.internal_convert_n_to_tensor_or_indexed_slices,tests
tf.tensorflow.python.ops.distributions.kullback_leibler.RegisterKL,tests
tf._get_defun_inputs_from_kwargs,tests
tf._flatten_outer_dims,tests
tf.generate_vocab_remapping,tests
tf.get_registered_kernels_for_op,tests
tf.shuffle_and_repeat_dataset,tests
tf.get_optimizer_jit,tests
tf._enter_graph,tests
tf.abs,tests
tf._transform_features_v2,tests
tf.__main__.PreprocessingStageTest,tests
tf.tensorflow.python.ops.template.EagerTemplate,tests
tf._py_sorted,tests
tf._import_graph_def_internal,tests
tf.__main__.CosineDecayTest,tests
tf._get_command_from_line_attr_segs,tests
tf.max_pool,tests
tf._lower_triangular_mask,tests
tf._require_cross_replica_or_default_context_extended,tests
tf.map_to_output_names,tests
tf.is_allowlisted,tests
tf._create_substitute_placeholder,tests
tf.matrix_diag,tests
tf._is_variable,tests
tf.saturate_cast,tests
tf.serialize_many_sparse,tests
tf.check_steps_argument,tests
tf._get_caller,tests
tf.tensorflow.python.ops.nn_ops._NonAtrousConvolution,tests
tf.to_variant,tests
tf.reshape,tests
tf._RightShift,tests
tf._validate_deprecation_args,tests
tf.deserialize_sparse_tensors,tests
tf.model_dataset,tests
tf.as_dense_types,tests
tf.get_uid,tests
tf.set_memory_growth,tests
tf.__main__.FixedLengthRecordDatasetSerializationTest,tests
tf._pop_a_match_at_tier,tests
tf.extract_glimpse,tests
tf.serialize,tests
tf._GetGradSource,tests
tf.batch_dataset_v2,tests
tf.list_all_layers,tests
tf.assert_rank_v2,tests
tf.pack,tests
tf.map_structure,tests
tf.__main__.IntegerLookupOutputTest,tests
tf.add_op_callback,tests
tf.__main__.TestCloneAndBuildModel,tests
tf._check_rnn_cell_input_dtypes,tests
tf.__main__.RescalingTest,tests
tf._attach_error_metadata,tests
tf._einsum_v2,tests
tf._ragged_stack_concat_helper,tests
tf.__main__.Conv2DTransposeTest,tests
tf.nth_element,tests
tf._reset_context,tests
tf.inverse_time_decay,tests
tf.map_,tests
tf.isbuiltin,tests
tf.fractional_avg_pool_v2,tests
tf.get_memory_usage,tests
tf.assert_scalar,tests
tf.__main__.KerasIntegrationTest,tests
tf.graph_mode,tests
tf.cast_to_floatx,tests
tf.tensor_summary,tests
tf.tensorflow.python.keras.optimizer_v2.learning_rate_schedule.PolynomialDecay,tests
tf.register_custom_device,tests
tf.legacy_snapshot,tests
tf.relu6,tests
tf.tensorflow.python.ops.init_ops.RandomNormal,tests
tf.global_step,tests
tf.check_alive,tests
tf.tensorflow.python.keras.constraints.UnitNorm,tests
tf._add_main_menu,tests
tf._fast_fill,tests
tf.__main__.CategoryCrossingTest,tests
tf.tensorflow.python.keras.losses.MeanAbsoluteError,tests
tf.tensorflow.python.keras.legacy_tf_layers.core.Dropout,tests
tf.strategy_minus_tpu_and_input_config_combinations_eager,tests
tf.to_dense,tests
tf._py_zip,tests
tf.quantize_and_dequantize_v4_eager_fallback,tests
tf.fractional_max_pool_grad,tests
tf.__main__.IntegerLookupVocabularyTest,tests
tf.make_fn,tests
tf._ragged_stack_concat_axis_0,tests
tf.run_all_without_tensor_float_32,tests
tf.stateless_random_normal,tests
tf.__main__.TextVectorizationOutputTest,tests
tf.__main__.CroppingTest,tests
tf.dont_use_multiprocessing_pool,tests
tf.sparse_segment_sum,tests
tf.fmt,tests
tf.tensorflow.python.keras.optimizer_v2.learning_rate_schedule.ExponentialDecay,tests
tf.set_policy,tests
tf.noisy_linear_cosine_decay,tests
tf.confusion_matrix,tests
tf.get_distributed_dataset,tests
tf.dimension_at_index,tests
tf.__main__.TextVectorizationE2ETest,tests
tf._check_same_outputs,tests
tf.has_tensors,tests
tf.getfutureimports,tests
tf.match_staging_level,tests
tf.tensorflow.python.distribute.sharded_variable.MaxSizePartitioner,tests
tf.parallel_walk,tests
tf.enclosing_tpu_context,tests
tf.tensorflow.python.ops.init_ops.Constant,tests
tf._run_benchmarks,tests
tf.track_variable,tests
tf.__main__.MyLoss,tests
tf.write_filepath,tests
tf.eager_mode_test_configuration,tests
tf.matrix_solve_ls,tests
tf.get_eager_safe_handle_data,tests
tf.device_placement_op,tests
tf.__main__.TestValidationSplit,tests
tf.functions_run_eagerly,tests
tf._is_keras_symbolic_tensor,tests
tf.sub,tests
tf.map_missing_dict_keys,tests
tf.ctc_loss,tests
tf.leaky_relu_eager_fallback,tests
tf._sanitize_column_name_for_variable_scope,tests
tf.load_source,tests
tf.window_dataset,tests
tf.trace_save_restore_functions,tests
tf.__main__.ParallelInterleaveDatasetSerializationTest,tests
tf._call_for_each_replica,tests
tf.get_inter_op_parallelism_threads,tests
tf.has_strategy,tests
tf.__main__.RNNTest,tests
tf.hinge,tests
tf.identity,tests
tf.add_n,tests
tf.reduce_sum_with_dims,tests
tf.run_all_keras_modes,tests
tf.__main__.ShuffleDatasetSerializationTest,tests
tf._is_symbol_for_any_size,tests
tf.__main__.IndexLookupDistributionTest,tests
tf.device_v2,tests
tf.as_str,tests
tf.maybe_set_static_shape,tests
tf.create_rng_state,tests
tf.get_name_scope,tests
tf.parse_memory_interval,tests
tf.gather,tests
tf.scan,tests
tf.variable_creator_scope,tests
tf.sparse_merge_impl,tests
tf._set_read_only_resource_inputs_attr,tests
tf.collective_gather,tests
tf.add_notice_to_docstring,tests
tf.tensorflow.python.distribute.sharded_variable.MinSizePartitioner,tests
tf.get_small_sequential_mlp,tests
tf.replace_composites_with_components,tests
tf.prod_eager_fallback,tests
tf.resource_scatter_nd_add,tests
tf._unfold_continuations,tests
tf._get_num_workers,tests
tf._make_tensor_into_per_replica,tests
tf.get_seed,tests
tf.random_dataset,tests
tf._wrap_optimizer,tests
tf.all_local_devices,tests
tf.benchmark_config,tests
tf.dense_to_ragged_batch,tests
tf.val_and_grad_function,tests
tf._registered_kl,tests
tf.__main__.CuDNNGraphOnlyTest,tests
tf.len_,tests
tf.__main__.IndexLookupSavingTest,tests
tf.boosted_trees_sparse_calculate_best_feature_split_eager_fallback,tests
tf.reduce_std,tests
tf.summary_scope,tests
tf.is_extension_type,tests
tf.tensorflow.python.keras.layers.core.Dropout,tests
tf.uncompress_element,tests
tf._enclosing_power_of_two,tests
tf.__main__.TFRecordDatasetSerializationTest,tests
tf._is_attrs_instance,tests
tf.__main__.IndexLookupErrorTest,tests
tf._BroadcastMul,tests
tf.__main__.KerasParameterizedTest,tests
tf._enable_get_next_as_optional,tests
tf.__main__.CategoricalEncodingInputTest,tests
tf.smart_case,tests
tf.searchsorted,tests
tf.tensorflow.python.keras.initializers.initializers_v2.Orthogonal,tests
tf.record_gradient,tests
tf._environment_discovery_url,tests
tf.__main__.LayerWithNestedLayerWithLoss,tests
tf.standalone_decorator,tests
tf.py_func_common,tests
tf.get_host_for_device,tests
tf.__main__.TraceModelCallTest,tests
tf.get_resource_handle_data,tests
tf.multi_device_iterator_to_string_handle,tests
tf.convert_to_ndarray,tests
tf.__main__.TextVectorizationSaveableTest,tests
tf.__main__.SimpleSingleEngineTest,tests
tf.make_float,tests
tf.audio_summary_v2,tests
tf.assert_cardinality,tests
tf.with_space_to_batch,tests
tf.__main__.GRULayerTest,tests
tf.reduce_min,tests
tf._convert_rnn_weights,tests
tf.get_verbosity,tests
tf.validate_callable,tests
tf.tanh,tests
tf.walk_v2,tests
tf.gather_nd,tests
tf.thread_pool_handle,tests
tf.__main__.PreprocessingLayerTest,tests
tf._ConvertInputMapValues,tests
tf.any_,tests
tf.conv_connected_inputs,tests
tf.__main__.SimpleMultiEnginesTest2,tests
tf.tensorflow.python.ops.nn_ops.Convolution,tests
tf.optional_from_value,tests
tf.camel_to_snake,tests
tf.isfunction,tests
tf.get_all_registered_kernels,tests
tf.__main__.SubclassedLayersTest,tests
tf.tensorflow.python.ops.init_ops.GlorotUniform,tests
tf.simple_broadcast,tests
tf.select_replica,tests
tf.div_no_nan,tests
tf._stack_trace_inside_mapped_code,tests
tf.__main__.TimeseriesClassificationIntegrationTest,tests
tf.keras_model_type_combinations,tests
tf.or_,tests
tf.__main__.ReviveTestBase,tests
tf.pack_x_y_sample_weight,tests
tf.filter_empty_layer_containers,tests
tf.tensorflow.python.ops.init_ops.TruncatedNormal,tests
tf.tensorflow.python.keras.losses.MeanAbsolutePercentageError,tests
tf.ones_like,tests
tf.text_to_word_sequence,tests
tf.convert_inputs_if_ragged,tests
tf.conjugate_transpose,tests
tf.empty_eager_fallback,tests
tf.log_device_compatibility_check,tests
tf.repeat_dataset,tests
tf.iter_valid_files,tests
tf._ProcessNewOps,tests
tf.__main__.TestMetricsCorrectnessMultiIO,tests
tf.argmax_v2,tests
